"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência - percentual do total geral"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2000",,,,,,,,,"2010"
"Cód.","Município","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"4312609","Muçum (RS)","100.00","59.98","34.39","6.79","18.81","17.47","0.58","5.55","16.41","100.00","62.80","44.32","6.78","11.71","0.37","12.21","3.41","21.21"
"4312617","Muitos Capões (RS)","100.00","63.37","36.19","3.66","23.51","1.58","3.18","0.57","31.30","100.00","54.12","34.77","5.58","13.76","1.87","5.75","0.17","38.09"
"4312625","Muliterno (RS)","100.00","14.67","3.72","6.06","4.90","40.03","4.64","0.48","40.18","100.00","32.22","11.81","9.34","11.06","8.12","7.89","1.08","50.70"
"4312658","Não-Me-Toque (RS)","100.00","64.48","41.05","5.95","17.48","4.01","1.31","4.57","25.64","100.00","72.58","55.87","4.67","12.04","0.94","2.51","2.41","21.56"
"4312674","Nicolau Vergueiro (RS)","100.00","46.27","10.98","17.56","17.72","14.14","0.49","1.27","37.83","100.00","43.66","14.60","10.30","18.77","2.62","8.36","3.62","41.74"
"4312708","Nonoai (RS)","100.00","55.11","22.17","6.55","26.38","5.87","1.06","2.62","35.35","100.00","60.99","31.33","7.33","22.32","3.09","7.40","1.23","27.30"
"4312757","Nova Alvorada (RS)","100.00","27.68","10.17","7.72","9.79","39.05","-","0.77","32.51","100.00","39.62","23.79","6.45","9.38","2.35","1.33","1.95","54.75"
"4312807","Nova Araçá (RS)","100.00","45.74","33.66","4.14","7.94","6.91","6.79","4.18","36.38","100.00","66.32","50.16","4.51","11.66","0.51","2.98","2.97","27.21"
"4312906","Nova Bassano (RS)","100.00","51.73","38.70","3.00","10.04","7.62","0.79","2.28","37.59","100.00","60.21","47.18","4.89","8.13","0.44","1.86","3.21","34.28"
"4312955","Nova Boa Vista (RS)","100.00","37.75","18.58","3.92","15.25","4.89","0.95","2.76","53.66","100.00","36.19","19.21","9.04","7.94","0.44","15.72","0.35","47.31"
"4313003","Nova Bréscia (RS)","100.00","24.18","13.00","3.21","7.97","33.26","5.29","2.26","35.02","100.00","48.19","20.48","5.49","22.23","3.82","7.25","2.45","38.30"
"4313011","Nova Candelária (RS)","100.00","14.41","5.17","4.69","4.56","47.40","0.29","1.42","36.48","100.00","28.67","17.28","6.20","5.19","1.13","1.72","0.60","67.88"
"4313037","Nova Esperança do Sul (RS)","100.00","51.58","42.51","4.67","4.40","13.50","9.32","0.92","24.67","100.00","63.64","42.12","8.24","13.28","1.57","7.33","2.89","24.56"
"4313060","Nova Hartz (RS)","100.00","86.97","64.68","4.17","18.12","0.57","0.43","2.48","9.55","100.00","85.26","71.90","3.63","9.72","0.85","1.15","1.62","11.12"
"4313086","Nova Pádua (RS)","100.00","25.30","12.00","3.68","9.62","40.62","-","3.35","30.74","100.00","26.76","14.93","2.53","9.31","0.14","0.94","1.03","71.13"
"4313102","Nova Palma (RS)","100.00","34.74","17.91","8.86","7.97","1.91","2.14","0.49","60.72","100.00","41.89","24.72","6.02","11.15","6.91","2.22","1.51","47.48"
"4313201","Nova Petrópolis (RS)","100.00","57.75","45.32","2.65","9.77","3.58","5.82","4.54","28.31","100.00","62.89","51.61","3.44","7.84","0.82","5.46","4.67","26.15"
"4313300","Nova Prata (RS)","100.00","66.61","48.36","5.86","12.39","1.67","1.52","6.00","24.20","100.00","69.08","55.29","3.74","10.05","2.08","3.40","4.40","21.04"
"4313334","Nova Ramada (RS)","100.00","23.55","4.73","5.93","12.89","17.66","23.67","1.35","33.78","100.00","30.63","9.85","8.73","12.05","8.18","9.61","0.11","51.47"
"4313359","Nova Roma do Sul (RS)","100.00","25.94","17.63","2.99","5.32","35.53","0.43","1.73","36.37","100.00","32.22","19.26","4.36","8.61","1.74","8.75","1.33","55.96"
"4313375","Nova Santa Rita (RS)","100.00","68.10","41.53","9.86","16.71","2.47","0.14","2.66","26.64","100.00","70.09","49.74","5.28","15.08","0.97","4.25","1.47","23.21"
"4313391","Novo Cabrais (RS)","100.00","17.78","4.50","2.16","11.11","38.93","13.29","2.00","28.00","100.00","23.93","8.72","4.79","10.41","3.42","17.97","0.39","54.29"
"4313409","Novo Hamburgo (RS)","100.00","74.86","52.78","2.76","19.32","0.84","0.24","6.07","17.98","100.00","74.65","57.15","2.86","14.63","0.95","0.40","4.29","19.70"
"4313425","Novo Machado (RS)","100.00","16.00","3.87","2.18","9.94","44.73","1.38","0.53","37.37","100.00","20.11","5.05","7.00","8.05","9.60","13.13","0.27","56.90"
"4313441","Novo Tiradentes (RS)","100.00","16.79","4.61","5.14","7.04","45.89","1.07","1.35","34.90","100.00","20.61","4.32","9.76","6.53","3.38","11.59","0.11","64.31"
"4313466","Novo Xingu (RS)","...","...","...","...","...","...","...","...","...","100.00","33.90","13.60","7.44","12.85","5.29","5.52","1.17","54.11"
"4313490","Novo Barreiro (RS)","100.00","24.65","6.63","3.21","14.81","35.61","-","1.92","37.82","100.00","33.04","15.15","5.98","11.90","10.21","20.33","1.51","34.91"
"4313508","Osório (RS)","100.00","69.41","39.55","8.86","21.00","1.20","1.47","5.55","22.37","100.00","72.31","47.94","8.90","15.47","0.71","2.93","3.82","20.22"
"4313607","Paim Filho (RS)","100.00","24.66","8.96","4.23","11.47","39.32","2.53","1.46","32.04","100.00","38.70","18.55","5.29","14.86","21.12","0.73","0.07","39.39"
"4313656","Palmares do Sul (RS)","100.00","63.79","30.58","10.91","22.30","2.54","2.50","3.70","27.48","100.00","63.19","33.70","11.21","18.27","1.30","5.96","2.54","27.01"
"4313706","Palmeira das Missões (RS)","100.00","55.29","25.39","7.18","22.72","11.11","2.17","4.82","26.62","100.00","62.25","32.20","9.60","20.45","3.40","7.04","4.09","23.22"
"4313805","Palmitinho (RS)","100.00","29.89","14.51","3.73","11.65","39.50","2.41","1.06","27.15","100.00","43.34","22.44","6.22","14.68","4.32","18.44","1.91","31.99"
"4313904","Panambi (RS)","100.00","63.22","42.51","4.85","15.86","7.75","4.04","4.67","20.33","100.00","76.08","58.64","4.42","13.03","1.37","2.26","2.77","17.51"
"4313953","Pantano Grande (RS)","100.00","73.61","37.74","6.81","29.06","1.95","2.11","5.62","16.71","100.00","71.43","41.19","4.88","25.36","0.38","2.75","3.44","22.00"
"4314001","Paraí (RS)","100.00","52.90","34.58","2.23","16.09","14.36","3.03","4.52","25.20","100.00","64.07","52.13","2.04","9.89","3.32","2.36","4.82","25.43"
"4314027","Paraíso do Sul (RS)","100.00","29.95","13.44","2.65","13.85","32.01","3.39","1.65","33.00","100.00","28.30","11.22","3.63","13.44","7.69","11.74","1.17","51.11"
"4314035","Pareci Novo (RS)","100.00","50.13","24.49","4.27","21.36","4.44","0.59","2.62","42.22","100.00","52.71","34.15","1.65","16.90","0.34","1.76","4.38","40.81"
"4314050","Parobé (RS)","100.00","82.49","59.65","4.22","18.62","0.61","0.35","2.39","14.15","100.00","82.11","61.88","2.45","17.77","0.40","1.00","2.27","14.23"
"4314068","Passa Sete (RS)","100.00","10.31","2.91","1.64","5.76","46.40","3.10","0.81","39.37","100.00","16.57","4.94","2.33","9.31","4.08","4.26","0.55","74.54"
"4314076","Passo do Sobrado (RS)","100.00","27.06","11.51","1.74","13.81","30.85","5.37","5.18","31.54","100.00","29.42","14.57","4.78","10.07","3.37","21.57","2.13","43.51"
"4314100","Passo Fundo (RS)","100.00","70.95","48.45","5.25","17.25","1.35","0.52","4.18","23.01","100.00","74.57","58.53","4.73","11.31","1.05","0.70","3.52","20.17"
"4314134","Paulo Bento (RS)","...","...","...","...","...","...","...","...","...","100.00","31.75","20.40","7.05","4.30","9.99","9.37","0.80","48.09"
"4314159","Paverama (RS)","100.00","56.79","39.49","3.18","14.13","2.40","1.68","2.49","36.63","100.00","52.22","38.35","4.45","9.42","1.98","9.45","1.68","34.68"
"4314175","Pedras Altas (RS)","...","...","...","...","...","...","...","...","...","100.00","51.24","19.64","11.56","20.03","14.20","14.14","0.92","19.50"
"4314209","Pedro Osório (RS)","100.00","68.06","38.07","8.43","21.56","1.86","2.82","2.33","24.94","100.00","67.50","38.01","4.45","25.04","1.35","5.09","1.60","24.46"
"4314308","Pejuçara (RS)","100.00","46.81","17.91","5.94","22.96","11.71","11.68","4.35","25.45","100.00","61.76","31.43","9.43","20.91","3.04","6.38","0.36","28.46"
"4314407","Pelotas (RS)","100.00","62.54","39.41","5.94","17.20","4.09","0.92","3.35","29.10","100.00","67.65","44.88","7.16","15.61","1.82","1.45","2.65","26.43"
"4314423","Picada Café (RS)","100.00","74.06","60.44","1.66","11.96","2.07","0.52","3.72","19.62","100.00","72.90","62.33","3.69","6.88","0.58","5.32","1.69","19.50"
"4314456","Pinhal (RS)","100.00","25.52","7.48","6.79","11.24","42.92","0.88","1.35","29.33","100.00","51.16","22.92","6.92","21.32","5.37","11.46","2.98","29.04"
"4314464","Pinhal da Serra (RS)","...","...","...","...","...","...","...","...","...","100.00","43.10","5.93","23.73","13.44","0.60","29.50","0.32","26.48"
"4314472","Pinhal Grande (RS)","100.00","24.51","6.85","9.30","8.36","33.09","2.65","0.66","39.09","100.00","28.78","11.85","10.05","6.88","1.13","37.34","0.82","31.93"
"4314498","Pinheirinho do Vale (RS)","100.00","15.11","6.69","3.06","5.35","46.20","3.74","0.20","34.76","100.00","47.49","26.39","6.23","14.87","11.57","13.23","2.51","25.20"
"4314506","Pinheiro Machado (RS)","100.00","60.05","33.93","8.21","17.91","1.74","3.36","2.32","32.54","100.00","64.37","37.88","5.79","20.70","3.84","9.89","1.47","20.43"
"4314555","Pirapó (RS)","100.00","22.47","4.14","6.28","12.06","36.11","11.79","0.17","29.45","100.00","37.07","10.38","11.05","15.65","7.74","11.97","0.43","42.78"
"4314605","Piratini (RS)","100.00","54.53","32.06","6.14","16.34","4.90","7.92","1.93","30.72","100.00","48.46","25.71","5.10","17.65","4.80","19.04","1.11","26.59"
"4314704","Planalto (RS)","100.00","36.67","15.58","4.11","16.99","25.98","2.54","2.70","32.11","100.00","44.62","22.39","5.33","16.90","3.04","10.17","1.87","40.30"
"4314753","Poço das Antas (RS)","100.00","33.63","21.92","1.34","10.38","15.04","3.04","1.09","47.20","100.00","44.85","32.67","4.68","7.49","1.85","2.81","1.95","48.55"
"4314779","Pontão (RS)","100.00","38.69","19.84","7.20","11.65","17.99","2.46","1.00","39.87","100.00","45.06","22.79","6.76","15.51","10.57","15.52","0.34","28.51"
"4314787","Ponte Preta (RS)","100.00","12.24","8.21","0.67","3.36","34.32","6.76","0.50","46.17","100.00","27.22","11.82","5.77","9.63","22.23","1.93","0.17","48.44"
"4314803","Portão (RS)","100.00","75.43","53.37","3.92","18.14","0.67","0.85","3.55","19.51","100.00","75.69","59.63","2.91","13.16","0.43","1.89","1.98","20.00"
"4314902","Porto Alegre (RS)","100.00","70.57","46.31","8.01","16.26","0.82","0.05","5.31","23.24","100.00","73.65","52.70","7.27","13.69","1.03","0.20","3.69","21.43"
"4315008","Porto Lucena (RS)","100.00","20.87","7.41","4.74","8.72","40.87","1.03","1.25","35.98","100.00","31.36","11.41","7.89","12.06","3.11","8.50","1.24","55.79"
"4315057","Porto Mauá (RS)","100.00","26.09","9.70","3.07","13.32","38.63","2.30","2.50","30.48","100.00","32.79","12.07","6.11","14.61","33.42","4.44","0.83","28.52"
"4315073","Porto Vera Cruz (RS)","100.00","21.40","3.47","10.42","7.51","42.21","0.90","-","35.49","100.00","31.32","9.37","7.15","14.79","2.75","15.99","-","49.95"
"4315107","Porto Xavier (RS)","100.00","35.60","12.04","9.48","14.07","18.66","6.31","2.64","36.79","100.00","56.74","24.82","5.52","26.40","3.10","16.52","1.18","22.46"
"4315131","Pouso Novo (RS)","100.00","36.84","13.58","3.72","19.54","4.43","12.54","6.91","39.28","100.00","40.10","14.43","9.62","16.05","6.15","3.20","0.67","49.88"
"4315149","Presidente Lucena (RS)","100.00","54.86","47.47","1.92","5.47","12.14","2.25","0.70","30.05","100.00","61.97","47.52","4.67","9.78","0.21","6.41","3.73","27.67"
"4315156","Progresso (RS)","100.00","17.69","5.77","2.83","9.09","44.94","1.18","0.77","35.42","100.00","25.81","12.22","3.32","10.26","7.24","2.25","2.11","62.59"
"4315172","Protásio Alves (RS)","100.00","40.42","22.20","5.95","12.27","5.86","1.59","2.34","49.80","100.00","42.80","24.76","7.96","10.08","1.74","4.14","0.92","50.41"
"4315206","Putinga (RS)","100.00","26.81","10.73","3.08","13.00","7.55","4.85","1.57","59.23","100.00","33.10","15.80","5.64","11.66","4.66","8.03","-","54.21"
"4315305","Quaraí (RS)","100.00","68.64","32.34","10.16","26.14","2.00","0.65","3.63","25.07","100.00","65.66","27.51","10.88","27.27","2.51","3.28","2.02","26.54"
"4315313","Quatro Irmãos (RS)","...","...","...","...","...","...","...","...","...","100.00","50.40","27.31","11.35","11.75","13.72","3.25","0.33","32.30"
"4315321","Quevedos (RS)","100.00","31.44","7.99","7.18","16.27","21.56","6.73","4.00","36.27","100.00","44.28","7.59","11.25","25.44","12.10","24.84","1.78","17.00"
"4315354","Quinze de Novembro (RS)","100.00","42.48","17.45","7.84","17.18","15.36","-","4.50","37.65","100.00","42.39","20.64","5.41","16.33","5.84","6.59","2.86","42.32"
"4315404","Redentora (RS)","100.00","28.92","7.97","5.60","15.36","29.49","6.05","1.16","34.37","100.00","44.43","15.41","6.78","22.24","4.25","18.33","1.02","31.98"
"4315453","Relvado (RS)","100.00","19.51","10.58","1.14","7.79","20.80","10.79","0.67","48.22","100.00","31.04","17.55","2.59","10.90","3.83","5.88","0.62","58.63"
"4315503","Restinga Sêca (RS)","100.00","55.71","34.11","3.16","18.44","5.64","2.43","3.70","32.52","100.00","55.39","29.92","5.38","20.09","3.40","11.37","2.48","27.36"
"4315552","Rio dos Índios (RS)","100.00","12.05","1.20","3.73","7.12","47.46","0.11","0.59","39.79","100.00","28.61","7.10","10.86","10.65","11.83","18.43","0.27","40.86"
"4315602","Rio Grande (RS)","100.00","68.43","41.48","7.25","19.71","2.14","0.42","2.78","26.22","100.00","73.59","48.05","8.43","17.12","1.11","1.21","1.91","22.18"
"4315701","Rio Pardo (RS)","100.00","55.68","33.43","6.48","15.77","6.74","2.45","2.28","32.85","100.00","62.67","43.37","4.71","14.59","0.75","5.87","1.42","29.29"
"4315750","Riozinho (RS)","100.00","62.40","51.65","2.30","8.45","7.47","6.06","1.19","22.88","100.00","68.05","55.31","5.56","7.18","1.24","11.44","2.30","16.98"
"4315800","Roca Sales (RS)","100.00","54.40","45.48","3.51","5.41","15.31","2.04","1.95","26.29","100.00","63.23","54.73","2.05","6.44","1.32","5.99","2.23","27.24"
"4315909","Rodeio Bonito (RS)","100.00","45.75","19.70","7.65","18.40","18.35","2.04","2.50","31.36","100.00","55.83","26.96","8.74","20.14","4.91","5.12","3.03","31.11"
"4315958","Rolador (RS)","...","...","...","...","...","...","...","...","...","100.00","25.19","8.49","4.30","12.40","4.48","28.51","-","41.82"
"4316006","Rolante (RS)","100.00","70.32","60.29","0.98","9.05","2.47","2.63","3.37","21.20","100.00","73.43","58.08","1.30","14.05","1.44","7.46","1.88","15.79"
"4316105","Ronda Alta (RS)","100.00","43.53","18.52","5.61","19.40","8.77","1.27","3.10","43.32","100.00","50.32","25.96","4.97","19.39","3.14","4.29","1.41","40.85"
"4316204","Rondinha (RS)","100.00","32.34","14.02","7.16","11.16","11.58","2.18","0.80","53.11","100.00","32.55","17.66","4.28","10.61","8.48","6.44","1.52","51.02"
"4316303","Roque Gonzales (RS)","100.00","29.38","9.72","4.45","15.21","21.21","15.77","0.87","32.77","100.00","45.80","20.12","5.68","20.00","5.48","20.74","0.80","27.18"
"4316402","Rosário do Sul (RS)","100.00","63.99","32.70","7.79","23.50","3.22","1.74","4.28","26.76","100.00","69.51","36.35","11.46","21.71","2.10","4.58","2.81","20.99"
"4316428","Sagrada Família (RS)","100.00","16.78","4.92","7.28","4.58","42.30","-","0.54","40.39","100.00","47.97","18.86","11.20","17.92","1.04","37.58","0.85","12.55"
"4316436","Saldanha Marinho (RS)","100.00","46.87","15.77","8.29","22.80","9.59","1.31","0.47","41.77","100.00","43.87","19.67","9.39","14.80","3.06","11.06","1.74","40.27"
"4316451","Salto do Jacuí (RS)","100.00","54.72","18.05","8.26","28.41","9.52","2.63","2.54","30.59","100.00","67.03","31.44","8.92","26.67","3.44","3.34","0.64","25.54"
"4316477","Salvador das Missões (RS)","100.00","27.82","9.79","8.11","9.91","31.04","1.07","-","40.08","100.00","46.20","27.76","6.98","11.47","0.61","5.83","0.37","46.99"
"4316501","Salvador do Sul (RS)","100.00","54.31","39.19","5.48","9.63","9.95","8.14","4.29","23.31","100.00","64.82","51.72","6.01","7.08","0.34","5.18","3.15","26.51"
"4316600","Sananduva (RS)","100.00","40.31","23.57","3.24","13.50","23.57","1.10","3.04","31.98","100.00","51.73","34.32","4.52","12.89","4.40","3.83","2.75","37.30"
"4316709","Santa Bárbara do Sul (RS)","100.00","65.53","33.76","9.27","22.51","4.26","1.10","2.01","27.10","100.00","68.81","41.86","8.17","18.77","0.29","0.94","0.87","29.10"
"4316733","Santa Cecília do Sul (RS)","...","...","...","...","...","...","...","...","...","100.00","39.39","15.15","2.66","21.59","5.02","4.27","0.29","51.02"
"4316758","Santa Clara do Sul (RS)","100.00","46.86","40.61","0.42","5.83","16.12","0.10","1.26","35.66","100.00","53.41","45.92","1.68","5.82","1.68","4.41","1.77","38.72"
"4316808","Santa Cruz do Sul (RS)","100.00","64.17","50.02","4.64","9.51","8.53","1.27","4.20","21.83","100.00","71.38","55.81","4.76","10.81","1.24","2.10","3.59","21.68"
"4316907","Santa Maria (RS)","100.00","67.96","40.75","12.05","15.16","1.82","1.10","4.15","24.98","100.00","73.26","47.25","12.04","13.97","1.31","1.75","3.05","20.63"
"4316956","Santa Maria do Herval (RS)","100.00","56.78","46.01","5.86","4.91","10.03","2.81","1.10","29.28","100.00","61.30","51.05","3.28","6.97","3.66","3.68","0.60","30.76"
"4316972","Santa Margarida do Sul (RS)","...","...","...","...","...","...","...","...","...","100.00","59.23","28.00","6.75","24.48","0.20","12.76","1.81","25.99"
"4317004","Santana da Boa Vista (RS)","100.00","41.17","13.41","9.80","17.97","6.47","24.27","0.40","27.68","100.00","45.71","14.85","6.49","24.37","6.11","20.39","0.82","26.97"
"4317103","Sant'Ana do Livramento (RS)","100.00","66.78","36.71","8.95","21.12","2.92","0.60","4.34","25.36","100.00","62.12","34.34","7.15","20.63","3.42","4.51","2.08","27.87"
"4317202","Santa Rosa (RS)","100.00","64.47","40.20","7.81","16.45","6.55","1.32","3.67","23.99","100.00","72.01","51.20","7.31","13.49","1.27","3.57","2.13","21.02"
"4317251","Santa Tereza (RS)","100.00","30.67","17.09","5.82","7.76","25.35","6.52","-","37.45","100.00","30.70","18.78","4.94","6.98","1.03","8.66","1.15","58.45"
"4317301","Santa Vitória do Palmar (RS)","100.00","67.60","38.98","7.14","21.48","1.87","0.76","4.94","24.84","100.00","65.03","35.56","9.75","19.72","2.77","3.08","2.86","26.27"
"4317400","Santiago (RS)","100.00","60.42","29.31","13.16","17.94","3.97","3.09","4.49","28.03","100.00","66.66","32.64","13.90","20.12","1.83","5.95","1.99","23.58"
"4317509","Santo Ângelo (RS)","100.00","62.37","32.87","8.56","20.94","5.30","2.69","3.20","26.43","100.00","67.53","46.11","8.34","13.08","1.99","3.95","2.75","23.78"
"4317558","Santo Antônio do Palma (RS)","100.00","27.70","16.46","2.02","9.23","38.05","-","1.13","33.11","100.00","37.07","17.81","5.75","13.52","7.45","14.42","0.75","40.31"
"4317608","Santo Antônio da Patrulha (RS)","100.00","66.44","36.39","8.28","21.76","2.94","4.42","2.34","23.86","100.00","64.19","43.32","5.41","15.46","2.19","8.44","1.95","23.24"
"4317707","Santo Antônio das Missões (RS)","100.00","55.52","16.06","12.11","27.35","4.09","9.24","2.15","29.01","100.00","48.92","16.69","7.50","24.73","3.50","9.85","0.40","37.33"
"4317756","Santo Antônio do Planalto (RS)","100.00","54.88","27.82","10.48","16.58","3.85","-","0.44","40.83","100.00","46.92","24.77","10.49","11.65","8.41","12.45","0.32","31.91"
"4317806","Santo Augusto (RS)","100.00","60.50","27.77","7.62","25.11","6.74","1.99","3.74","27.03","100.00","60.54","31.43","7.01","22.10","3.54","8.55","2.25","25.12"
"4317905","Santo Cristo (RS)","100.00","33.97","19.53","2.49","11.95","35.84","1.30","2.00","26.89","100.00","47.02","26.49","4.77","15.76","14.96","5.64","2.19","30.19"
"4317954","Santo Expedito do Sul (RS)","100.00","21.23","7.10","7.99","6.14","12.15","5.18","1.56","59.89","100.00","28.27","9.39","5.72","13.16","1.93","30.51","0.59","38.70"
"4318002","São Borja (RS)","100.00","68.99","34.62","9.36","25.00","1.61","0.88","3.27","25.26","100.00","67.39","38.92","9.03","19.44","1.37","4.06","1.69","25.50"
"4318051","São Domingos do Sul (RS)","100.00","54.86","27.26","7.80","19.80","2.77","1.50","0.81","40.06","100.00","53.47","30.99","4.64","17.83","2.34","8.66","1.04","34.50"
"4318101","São Francisco de Assis (RS)","100.00","48.33","20.82","5.77","21.74","10.38","3.23","1.88","36.18","100.00","47.90","21.40","7.72","18.77","4.11","20.00","0.67","27.32"
"4318200","São Francisco de Paula (RS)","100.00","60.25","39.78","3.09","17.38","2.54","4.33","1.42","31.45","100.00","67.74","43.90","2.53","21.30","1.75","7.51","2.76","20.24"
"4318309","São Gabriel (RS)","100.00","65.04","31.00","11.91","22.13","2.26","3.29","3.84","25.57","100.00","67.81","37.60","9.13","21.08","3.22","3.40","2.00","23.57"
"4318408","São Jerônimo (RS)","100.00","59.02","37.23","6.26","15.53","7.39","3.24","2.70","27.66","100.00","61.93","38.45","7.83","15.66","2.04","8.50","1.89","25.64"
"4318424","São João da Urtiga (RS)","100.00","22.26","7.64","5.01","9.60","35.03","0.12","0.89","41.71","100.00","31.28","16.10","5.63","9.54","24.41","6.35","1.51","36.44"
"4318432","São João do Polêsine (RS)","100.00","44.24","15.17","8.91","20.16","5.20","11.14","1.92","37.50","100.00","52.23","26.52","7.17","18.54","8.89","10.68","1.97","26.23"
"4318440","São Jorge (RS)","100.00","46.05","26.47","1.66","17.93","21.30","-","0.27","32.38","100.00","42.25","26.34","2.88","13.03","12.70","3.25","0.38","41.42"
"4318457","São José das Missões (RS)","100.00","19.42","4.55","8.61","6.26","23.23","3.55","0.56","53.23","100.00","25.04","6.79","9.37","8.88","3.01","12.41","0.82","58.72"
"4318465","São José do Herval (RS)","100.00","56.01","18.93","12.32","24.76","1.41","4.82","0.84","36.92","100.00","58.36","23.38","10.41","24.57","1.38","6.90","-","33.36"
"4318481","São José do Hortêncio (RS)","100.00","58.59","46.28","2.62","9.69","5.70","4.95","2.57","28.18","100.00","64.87","50.52","5.10","9.24","0.36","3.64","0.94","30.19"
"4318499","São José do Inhacorá (RS)","100.00","15.37","6.36","2.85","6.16","47.85","2.52","0.65","33.60","100.00","36.53","18.76","9.43","8.35","2.22","3.75","2.30","55.19"
"4318507","São José do Norte (RS)","100.00","48.43","16.28","5.56","26.60","11.14","1.10","2.38","36.95","100.00","54.58","23.19","4.36","27.02","4.91","8.07","1.79","30.66"
"4318606","São José do Ouro (RS)","100.00","53.09","23.48","7.02","22.59","8.97","1.60","3.45","32.89","100.00","47.22","24.46","8.10","14.66","6.92","7.03","3.05","35.79"
"4318614","São José do Sul (RS)","...","...","...","...","...","...","...","...","...","100.00","43.92","29.82","6.56","7.54","2.40","1.91","2.00","49.76"
"4318622","São José dos Ausentes (RS)","100.00","63.75","29.12","6.04","28.59","-","-","0.79","35.47","100.00","65.39","32.36","7.73","25.30","2.24","3.10","0.85","28.42"
"4318705","São Leopoldo (RS)","100.00","75.38","51.81","4.32","19.25","0.77","0.17","4.03","19.66","100.00","78.80","58.75","4.86","15.19","0.47","0.13","2.40","18.21"
"4318804","São Lourenço do Sul (RS)","100.00","35.92","17.87","5.23","12.82","17.66","1.24","2.84","42.35","100.00","40.50","20.04","3.89","16.57","4.85","4.46","0.81","49.38"
"4318903","São Luiz Gonzaga (RS)","100.00","59.57","25.01","11.11","23.45","4.60","2.20","2.71","30.91","100.00","67.79","36.31","11.36","20.12","2.20","3.81","2.86","23.33"
"4319000","São Marcos (RS)","100.00","62.63","42.16","4.51","15.97","5.27","0.35","4.02","27.74","100.00","73.22","57.60","3.29","12.34","1.16","1.83","3.57","20.22"
"4319109","São Martinho (RS)","100.00","40.66","15.08","6.78","18.80","20.95","3.75","2.44","32.19","100.00","47.81","21.01","8.54","18.26","3.76","9.96","2.00","36.47"
"4319125","São Martinho da Serra (RS)","100.00","39.95","25.52","2.22","12.21","6.70","4.49","1.50","47.36","100.00","43.64","12.24","5.62","25.78","0.67","12.43","1.28","41.97"
"4319158","São Miguel das Missões (RS)","100.00","42.16","16.54","6.25","19.37","12.15","8.65","3.40","33.64","100.00","48.36","17.66","7.97","22.73","6.14","24.36","1.86","19.27"
"4319208","São Nicolau (RS)","100.00","34.69","8.85","7.76","18.08","22.65","6.99","2.17","33.49","100.00","40.62","15.95","6.72","17.95","10.76","19.19","0.73","28.71"
"4319307","São Paulo das Missões (RS)","100.00","21.48","7.34","6.14","8.00","32.87","4.86","1.17","39.62","100.00","34.58","14.08","5.17","15.33","8.59","4.65","0.71","51.47"
"4319356","São Pedro da Serra (RS)","100.00","57.92","46.99","5.10","5.84","3.61","1.83","2.40","34.24","100.00","68.81","53.11","6.66","9.04","1.17","6.90","1.12","22.01"
"4319364","São Pedro das Missões (RS)","...","...","...","...","...","...","...","...","...","100.00","39.85","6.32","15.49","18.04","5.27","27.87","0.17","26.85"
"4319372","São Pedro do Butiá (RS)","100.00","28.89","8.01","7.74","13.13","31.03","4.53","3.05","32.51","100.00","49.27","28.50","6.25","14.52","0.14","7.55","3.19","39.85"
"4319406","São Pedro do Sul (RS)","100.00","50.06","22.51","8.47","19.09","5.45","7.95","3.18","33.36","100.00","51.65","25.10","8.79","17.75","6.08","11.15","1.68","29.44"
"4319505","São Sebastião do Caí (RS)","100.00","65.53","44.11","3.23","18.19","1.75","1.54","3.36","27.82","100.00","70.27","51.96","5.09","13.23","0.80","2.46","2.80","23.68"
"4319604","São Sepé (RS)","100.00","63.50","29.55","8.79","25.15","2.56","1.38","3.42","29.15","100.00","58.31","29.88","6.96","21.47","3.47","9.59","2.34","26.29"
"4319703","São Valentim (RS)","100.00","29.52","13.92","4.20","11.40","38.42","0.20","1.56","30.30","100.00","36.54","18.93","5.56","12.05","12.50","7.99","1.43","41.54"
"4319711","São Valentim do Sul (RS)","100.00","25.71","11.57","8.36","5.78","29.56","6.09","1.75","36.90","100.00","45.43","18.91","6.59","19.93","1.79","14.50","1.16","37.12"
"4319737","São Valério do Sul (RS)","100.00","22.13","2.14","7.22","12.76","27.55","11.82","1.77","36.72","100.00","28.23","6.50","10.05","11.68","0.79","7.70","0.70","62.59"
"4319752","São Vendelino (RS)","100.00","61.56","50.84","4.88","5.85","5.96","0.53","0.41","31.54","100.00","65.60","49.63","7.23","8.74","1.56","7.51","2.46","22.87"
