"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência - percentual do total geral"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2000",,,,,,,,,"2010"
"Cód.","Município","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria","Total","Empregado","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"2506103","Fagundes (PB)","100.00","36.66","12.46","2.68","21.51","21.84","34.61","0.13","6.76","100.00","38.25","13.37","2.18","22.70","2.24","43.62","0.19","15.71"
"2506202","Frei Martinho (PB)","100.00","41.03","5.81","17.63","17.59","20.72","19.30","1.43","17.51","100.00","54.86","11.33","3.75","39.78","-","16.84","0.56","27.74"
"2506251","Gado Bravo (PB)","100.00","25.44","4.38","6.44","14.62","25.76","19.41","0.40","28.98","100.00","29.52","4.79","5.80","18.94","3.54","55.23","-","11.70"
"2506301","Guarabira (PB)","100.00","57.66","25.52","5.87","26.27","3.30","11.49","2.48","25.07","100.00","65.05","32.77","8.08","24.20","1.55","5.11","2.64","25.65"
"2506400","Gurinhém (PB)","100.00","45.85","12.27","6.61","26.97","10.33","23.07","0.37","20.38","100.00","55.53","22.26","9.73","23.53","1.44","26.87","0.31","15.85"
"2506509","Gurjão (PB)","100.00","49.63","7.96","11.70","29.97","12.26","0.29","1.50","36.32","100.00","40.52","4.89","11.96","23.66","2.18","43.80","0.64","12.86"
"2506608","Ibiara (PB)","100.00","38.66","5.99","9.51","23.16","11.15","25.72","0.48","23.99","100.00","47.84","8.20","14.82","24.82","0.30","23.97","0.61","27.28"
"2506707","Imaculada (PB)","100.00","24.54","5.58","7.17","11.80","16.79","47.79","0.07","10.81","100.00","40.46","9.77","11.47","19.22","0.46","42.51","0.10","16.47"
"2506806","Ingá (PB)","100.00","45.52","22.54","5.51","17.47","18.04","14.44","0.54","21.47","100.00","47.14","19.08","6.39","21.67","3.34","30.64","0.45","18.43"
"2506905","Itabaiana (PB)","100.00","51.73","21.41","5.21","25.10","11.92","3.42","1.11","31.83","100.00","53.88","20.23","5.04","28.61","2.01","12.83","0.74","30.54"
"2507002","Itaporanga (PB)","100.00","60.10","14.08","7.27","38.75","8.67","3.50","1.87","25.86","100.00","66.05","23.26","9.19","33.60","3.90","6.56","0.80","22.70"
"2507101","Itapororoca (PB)","100.00","50.29","10.10","7.00","33.19","9.18","7.70","2.22","30.61","100.00","49.88","10.65","5.90","33.33","3.77","18.95","0.51","26.90"
"2507200","Itatuba (PB)","100.00","49.44","18.29","7.32","23.83","4.08","32.63","0.29","13.55","100.00","53.57","22.31","3.87","27.39","2.25","23.62","0.80","19.76"
"2507309","Jacaraú (PB)","100.00","35.99","6.94","4.10","24.95","7.94","39.76","1.42","14.89","100.00","41.62","7.11","6.48","28.03","4.42","29.09","0.33","24.54"
"2507408","Jericó (PB)","100.00","44.25","3.13","10.85","30.27","14.88","9.35","2.40","29.12","100.00","56.87","15.29","7.03","34.55","1.63","14.12","3.57","23.82"
"2507507","João Pessoa (PB)","100.00","74.63","39.49","13.03","22.11","1.57","0.13","3.20","20.46","100.00","77.81","44.88","11.55","21.37","1.32","0.27","2.15","18.45"
"2507606","Juarez Távora (PB)","100.00","43.35","17.01","2.40","23.95","21.94","15.84","-","18.87","100.00","53.54","18.91","4.25","30.37","0.20","32.92","0.18","13.16"
"2507705","Juazeirinho (PB)","100.00","50.60","21.29","4.01","25.30","11.06","13.50","0.05","24.79","100.00","44.93","16.77","5.34","22.82","8.54","32.07","0.49","13.98"
"2507804","Junco do Seridó (PB)","100.00","51.16","16.64","2.90","31.62","17.87","8.99","-","21.97","100.00","59.64","18.72","1.37","39.55","2.78","14.52","0.55","22.52"
"2507903","Juripiranga (PB)","100.00","59.18","26.95","4.12","28.11","6.99","4.64","1.04","28.14","100.00","64.42","30.47","4.12","29.83","2.44","10.51","1.74","20.89"
"2508000","Juru (PB)","100.00","35.62","2.93","10.60","22.09","5.83","40.23","0.83","17.50","100.00","55.83","18.01","11.50","26.33","4.20","16.97","-","23.00"
"2508109","Lagoa (PB)","100.00","59.13","4.05","7.84","47.24","11.64","6.17","0.39","22.68","100.00","46.77","12.52","8.09","26.16","1.07","28.25","-","23.91"
"2508208","Lagoa de Dentro (PB)","100.00","36.82","14.86","1.78","20.19","13.87","22.76","0.77","25.77","100.00","41.12","11.98","3.12","26.02","5.27","32.79","0.55","20.27"
"2508307","Lagoa Seca (PB)","100.00","47.15","15.71","5.50","25.95","11.80","12.82","1.86","26.37","100.00","51.83","19.49","6.44","25.90","2.81","15.22","1.26","28.88"
"2508406","Lastro (PB)","100.00","37.62","17.79","2.52","17.31","2.35","43.63","0.39","16.01","100.00","55.69","15.73","2.41","37.55","4.28","23.84","-","16.19"
"2508505","Livramento (PB)","100.00","34.58","13.01","4.59","16.98","16.26","35.50","0.34","13.32","100.00","29.15","9.64","1.86","17.65","11.98","40.90","0.39","17.59"
"2508554","Logradouro (PB)","100.00","37.39","13.81","14.66","8.92","29.96","22.96","0.57","9.12","100.00","56.88","11.60","12.97","32.31","2.58","20.85","0.19","19.50"
"2508604","Lucena (PB)","100.00","58.95","24.23","3.86","30.86","5.96","2.93","1.01","31.16","100.00","64.19","29.47","10.18","24.54","1.83","5.39","1.55","27.04"
"2508703","Mãe d'Água (PB)","100.00","30.11","1.39","12.40","16.33","39.34","25.47","0.16","4.93","100.00","40.80","3.68","7.81","29.31","1.76","44.73","0.70","12.01"
"2508802","Malta (PB)","100.00","63.09","10.99","6.46","45.64","2.15","15.96","2.32","16.48","100.00","67.76","9.30","7.73","50.73","2.43","11.50","0.32","17.98"
"2508901","Mamanguape (PB)","100.00","61.61","21.87","4.88","34.86","5.50","5.85","2.49","24.54","100.00","64.48","34.00","5.32","25.17","2.76","8.46","1.49","22.80"
"2509008","Manaíra (PB)","100.00","32.22","6.06","3.60","22.56","22.20","19.16","0.37","26.06","100.00","46.93","13.27","1.86","31.80","6.13","26.28","0.40","20.26"
"2509057","Marcação (PB)","100.00","33.14","6.95","6.70","19.50","6.07","36.78","0.24","23.77","100.00","43.53","9.56","2.15","31.81","1.49","30.23","-","24.75"
"2509107","Mari (PB)","100.00","61.43","16.90","5.27","39.26","8.27","4.47","1.57","24.26","100.00","59.31","17.39","3.13","38.79","5.79","6.57","0.94","27.38"
"2509156","Marizópolis (PB)","100.00","61.41","13.57","7.81","40.04","1.53","3.42","-","33.64","100.00","66.17","11.15","10.42","44.60","1.83","10.85","0.58","20.56"
"2509206","Massaranduba (PB)","100.00","43.06","22.87","2.34","17.85","16.04","30.86","0.34","9.70","100.00","49.66","26.29","2.77","20.59","1.34","31.75","0.10","17.15"
"2509305","Mataraca (PB)","100.00","65.29","33.57","1.01","30.71","-","20.61","0.69","13.40","100.00","72.91","45.83","1.45","25.62","1.24","13.96","0.82","11.08"
"2509339","Matinhas (PB)","100.00","32.25","2.96","11.38","17.91","19.32","12.05","-","36.39","100.00","34.04","5.06","12.07","16.92","2.00","20.42","0.84","42.70"
"2509370","Mato Grosso (PB)","100.00","60.69","5.28","8.85","46.56","8.19","9.61","0.62","20.89","100.00","57.95","13.99","7.06","36.90","2.43","28.01","-","11.61"
"2509396","Maturéia (PB)","100.00","24.80","2.95","1.96","19.89","2.69","61.76","0.67","10.08","100.00","44.00","9.79","6.17","28.04","4.19","33.85","0.15","17.82"
"2509404","Mogeiro (PB)","100.00","34.19","10.97","3.35","19.87","26.29","15.43","1.10","22.99","100.00","52.72","22.53","4.74","25.45","1.44","31.72","0.21","13.91"
"2509503","Montadas (PB)","100.00","29.86","6.91","7.16","15.80","21.22","31.79","0.52","16.60","100.00","38.46","8.82","2.60","27.04","12.04","36.00","0.28","13.22"
"2509602","Monte Horebe (PB)","100.00","32.55","12.33","4.62","15.60","23.41","26.83","0.24","16.97","100.00","47.12","15.33","12.39","19.40","3.80","20.80","0.48","27.80"
"2509701","Monteiro (PB)","100.00","49.74","12.68","5.24","31.82","14.06","1.12","1.07","34.01","100.00","52.61","11.81","5.53","35.27","3.68","15.59","1.10","27.02"
"2509800","Mulungu (PB)","100.00","48.15","20.20","7.07","20.87","9.19","21.73","0.79","20.14","100.00","55.83","25.46","3.67","26.69","1.66","24.37","0.98","17.16"
"2509909","Natuba (PB)","100.00","45.60","5.03","8.53","32.04","8.64","26.33","1.52","17.90","100.00","43.73","8.55","5.24","29.93","3.08","37.88","0.95","14.36"
"2510006","Nazarezinho (PB)","100.00","36.80","6.67","6.15","23.97","6.47","41.39","0.90","14.44","100.00","53.47","9.07","6.58","37.82","3.81","20.57","-","22.15"
"2510105","Nova Floresta (PB)","100.00","50.80","15.00","2.26","33.54","6.32","17.29","0.77","24.82","100.00","53.54","14.70","1.98","36.86","3.86","14.42","1.32","26.87"
"2510204","Nova Olinda (PB)","100.00","49.88","5.91","5.73","38.25","31.99","-","1.19","16.93","100.00","55.52","19.00","5.21","31.31","4.26","23.71","-","16.51"
"2510303","Nova Palmeira (PB)","100.00","40.61","18.49","1.39","20.73","22.25","25.99","-","11.15","100.00","49.76","9.70","3.81","36.24","4.73","18.21","1.40","25.91"
"2510402","Olho d'Água (PB)","100.00","35.28","2.98","15.00","17.29","0.75","52.91","2.32","8.75","100.00","46.81","7.24","11.94","27.63","1.42","26.31","0.85","24.61"
"2510501","Olivedos (PB)","100.00","44.27","14.36","9.35","20.56","14.91","8.14","-","32.69","100.00","62.13","11.79","16.53","33.81","2.75","13.81","0.35","20.95"
"2510600","Ouro Velho (PB)","100.00","51.33","11.24","9.21","30.89","11.73","1.74","-","35.20","100.00","51.34","10.93","5.17","35.23","4.27","22.92","0.33","21.14"
"2510659","Parari (PB)","100.00","35.83","7.06","11.25","17.51","24.16","0.77","-","39.24","100.00","62.58","15.08","10.40","37.11","5.41","14.59","-","17.42"
"2510709","Passagem (PB)","100.00","57.09","10.91","5.47","40.71","10.15","15.40","0.60","16.76","100.00","69.79","16.85","27.56","25.38","-","13.29","-","16.92"
"2510808","Patos (PB)","100.00","67.63","18.96","10.92","37.75","2.04","1.22","2.14","26.96","100.00","68.97","24.73","7.53","36.71","1.75","0.96","2.41","25.91"
"2510907","Paulista (PB)","100.00","61.23","3.60","4.85","52.78","7.19","5.73","2.32","23.53","100.00","59.74","6.65","4.92","48.17","3.00","7.33","0.78","29.15"
"2511004","Pedra Branca (PB)","100.00","63.44","12.79","8.74","41.91","10.91","-","2.73","22.93","100.00","68.01","18.00","12.74","37.27","1.49","4.14","-","26.36"
"2511103","Pedra Lavrada (PB)","100.00","38.66","2.64","11.16","24.86","10.03","27.04","0.60","23.68","100.00","43.22","6.77","10.69","25.76","3.21","34.89","0.57","18.12"
"2511202","Pedras de Fogo (PB)","100.00","58.27","14.56","4.52","39.19","11.25","2.11","1.25","27.13","100.00","57.00","23.12","8.70","25.19","2.39","10.67","0.68","29.25"
"2511301","Piancó (PB)","100.00","59.00","12.57","12.07","34.36","5.83","11.88","2.12","21.17","100.00","59.07","10.83","9.97","38.26","2.95","7.78","0.56","29.65"
"2511400","Picuí (PB)","100.00","49.41","10.27","5.43","33.71","8.05","14.07","1.95","26.53","100.00","53.51","17.35","3.16","33.01","3.98","16.86","1.20","24.44"
"2511509","Pilar (PB)","100.00","63.08","23.88","3.94","35.26","8.45","10.10","0.89","17.48","100.00","60.07","22.55","7.04","30.48","1.61","23.02","0.80","14.50"
"2511608","Pilões (PB)","100.00","51.66","11.69","2.73","37.24","11.57","9.65","0.14","26.99","100.00","46.22","10.87","7.95","27.40","0.34","37.51","0.32","15.61"
"2511707","Pilõezinhos (PB)","100.00","36.25","3.93","0.92","31.40","18.61","22.88","0.64","21.63","100.00","41.38","12.89","2.73","25.76","2.31","26.96","-","29.35"
"2511806","Pirpirituba (PB)","100.00","56.18","16.00","10.37","29.81","2.49","17.92","0.55","22.86","100.00","57.84","15.49","9.31","33.05","3.21","15.83","0.45","22.67"
"2511905","Pitimbu (PB)","100.00","45.28","13.51","3.62","28.15","15.79","1.13","1.07","36.73","100.00","51.01","14.55","2.80","33.66","7.97","6.57","0.62","33.83"
"2512002","Pocinhos (PB)","100.00","55.46","17.63","6.14","31.69","7.81","23.27","-","13.47","100.00","48.48","14.13","3.92","30.44","3.64","27.73","0.32","19.83"
"2512036","Poço Dantas (PB)","100.00","31.86","2.76","5.68","23.43","32.43","16.45","1.41","17.85","100.00","47.89","8.09","8.33","31.47","0.19","39.76","-","12.16"
"2512077","Poço de José de Moura (PB)","100.00","35.27","2.71","12.58","19.98","12.30","35.32","-","17.11","100.00","56.56","7.71","14.31","34.54","-","16.17","0.20","27.07"
"2512101","Pombal (PB)","100.00","56.54","10.05","5.02","41.47","7.37","7.68","2.96","25.45","100.00","59.58","13.89","5.52","40.17","1.55","6.10","1.14","31.63"
"2512200","Prata (PB)","100.00","47.88","4.27","14.05","29.55","8.12","22.02","-","21.98","100.00","48.79","4.67","12.57","31.55","7.48","19.31","0.58","23.83"
"2512309","Princesa Isabel (PB)","100.00","51.89","9.69","12.35","29.84","3.18","15.76","0.77","28.39","100.00","63.33","16.87","7.60","38.86","3.96","11.66","0.74","20.32"
"2512408","Puxinanã (PB)","100.00","39.18","21.05","2.24","15.88","21.63","21.07","0.43","17.69","100.00","47.49","23.03","1.73","22.73","8.23","28.97","0.08","15.23"
"2512507","Queimadas (PB)","100.00","52.86","28.30","3.28","21.28","3.44","21.29","0.72","21.69","100.00","54.66","31.86","2.91","19.89","3.77","18.11","0.40","23.06"
"2512606","Quixaba (PB)","100.00","56.88","12.46","13.26","31.16","11.80","12.42","-","18.90","100.00","53.22","11.35","6.50","35.37","1.66","11.53","-","33.59"
"2512705","Remígio (PB)","100.00","44.08","7.49","11.44","25.14","17.30","13.86","0.95","23.80","100.00","44.80","9.53","10.83","24.43","2.30","29.08","1.20","22.62"
"2512721","Pedro Régis (PB)","100.00","35.19","6.87","4.13","24.19","28.08","24.47","0.51","11.75","100.00","48.87","5.53","11.92","31.42","3.50","31.01","-","16.62"
"2512747","Riachão (PB)","100.00","33.49","2.70","-","30.80","26.79","20.44","-","19.27","100.00","66.57","13.03","2.33","51.21","0.54","24.54","-","8.35"
"2512754","Riachão do Bacamarte (PB)","100.00","69.47","23.48","17.34","28.65","3.48","10.66","1.80","14.60","100.00","50.73","15.17","16.99","18.58","0.20","37.05","0.21","11.80"
"2512762","Riachão do Poço (PB)","100.00","48.48","9.26","3.59","35.64","7.72","4.61","0.37","38.81","100.00","37.16","5.27","6.71","25.19","2.76","42.62","-","17.46"
"2512788","Riacho de Santo Antônio (PB)","100.00","79.95","4.13","5.94","69.89","1.48","3.02","-","15.54","100.00","57.43","5.67","12.72","39.04","1.25","22.09","1.08","18.15"
"2512804","Riacho dos Cavalos (PB)","100.00","24.25","3.39","5.75","15.11","7.01","9.01","0.53","59.20","100.00","53.91","8.50","3.47","41.94","7.79","10.06","0.75","27.49"
"2512903","Rio Tinto (PB)","100.00","56.35","26.38","8.92","21.04","5.90","5.33","0.28","32.15","100.00","55.01","31.87","3.71","19.42","2.86","21.59","0.85","19.70"
"2513000","Salgadinho (PB)","100.00","34.40","9.47","3.79","21.13","23.35","27.15","-","15.11","100.00","52.80","12.45","6.28","34.07","7.14","24.40","-","15.66"
"2513109","Salgado de São Félix (PB)","100.00","35.56","13.13","2.35","20.07","23.96","15.38","0.30","24.81","100.00","40.54","10.57","3.29","26.68","1.35","38.05","0.09","19.97"
"2513158","Santa Cecília (PB)","100.00","30.81","3.34","5.22","22.25","24.39","19.42","0.83","24.55","100.00","34.72","3.12","6.27","25.32","5.22","40.37","-","19.70"
"2513208","Santa Cruz (PB)","100.00","35.65","7.07","5.96","22.62","10.68","33.35","0.67","19.65","100.00","54.70","9.74","16.94","28.02","2.67","23.69","1.74","17.21"
"2513307","Santa Helena (PB)","100.00","46.85","10.96","8.39","27.50","10.80","11.36","0.72","30.27","100.00","44.64","5.66","10.04","28.94","2.18","30.88","0.36","21.95"
"2513356","Santa Inês (PB)","100.00","46.07","0.51","16.47","29.09","12.64","32.76","-","8.52","100.00","35.18","3.68","17.47","14.04","8.07","21.12","0.56","35.08"
"2513406","Santa Luzia (PB)","100.00","64.44","17.76","9.45","37.23","3.13","4.53","1.38","26.53","100.00","67.16","19.05","10.46","37.64","0.92","4.58","1.23","26.11"
"2513505","Santana de Mangueira (PB)","100.00","41.28","2.30","8.65","30.32","16.91","16.07","0.12","25.62","100.00","45.02","10.55","8.98","25.49","1.80","39.62","0.20","13.36"
"2513604","Santana dos Garrotes (PB)","100.00","44.87","6.32","3.91","34.64","30.28","2.12","1.13","21.61","100.00","52.93","13.47","6.93","32.52","2.43","21.50","-","23.14"
"2513653","Joca Claudino (PB)","100.00","58.85","2.69","6.49","49.67","2.34","15.63","1.17","22.01","100.00","65.29","6.10","13.01","46.18","1.11","23.66","0.29","9.64"
"2513703","Santa Rita (PB)","100.00","75.24","46.45","4.23","24.56","1.78","1.01","0.46","21.52","100.00","75.07","45.96","3.74","25.37","1.16","1.81","0.54","21.41"
"2513802","Santa Teresinha (PB)","100.00","54.54","17.07","10.88","26.59","1.27","30.28","0.83","13.08","100.00","59.99","12.16","14.50","33.33","1.30","12.41","-","26.30"
"2513851","Santo André (PB)","100.00","22.02","1.23","8.20","12.59","42.95","-","0.61","34.42","100.00","36.37","1.29","6.26","28.81","3.43","52.94","0.24","7.01"
"2513901","São Bento (PB)","100.00","61.59","5.55","3.52","52.52","4.00","2.74","2.66","29.02","100.00","72.20","8.72","2.10","61.38","0.96","1.04","0.88","24.91"
"2513927","São Bentinho (PB)","100.00","45.26","3.45","10.59","31.23","10.30","16.43","1.56","26.44","100.00","63.67","5.78","8.29","49.60","2.76","7.16","0.97","25.44"
"2513943","São Domingos do Cariri (PB)","100.00","41.20","5.32","5.14","30.74","15.14","12.65","-","31.01","100.00","62.19","8.39","2.60","51.20","0.15","23.74","0.09","13.82"
"2513968","São Domingos (PB)","100.00","49.41","6.03","4.44","38.94","13.48","13.09","1.57","22.45","100.00","53.58","3.31","5.21","45.06","0.51","25.66","0.21","20.04"
"2513984","São Francisco (PB)","100.00","25.39","3.58","10.87","10.94","15.31","14.68","1.22","43.40","100.00","54.58","9.72","7.53","37.33","2.83","15.65","0.22","26.72"
"2514008","São João do Cariri (PB)","100.00","51.43","10.53","17.06","23.84","13.61","0.23","-","34.73","100.00","54.14","12.72","4.85","36.57","4.23","24.30","0.70","16.63"
"2514107","São João do Tigre (PB)","100.00","27.58","2.94","4.16","20.48","25.64","0.71","-","46.07","100.00","40.86","6.54","4.54","29.78","0.52","25.49","0.19","32.94"
"2514206","São José da Lagoa Tapada (PB)","100.00","52.00","2.24","12.07","37.69","20.73","12.70","1.12","13.45","100.00","44.30","6.73","6.46","31.10","3.44","34.49","0.24","17.53"
"2514305","São José de Caiana (PB)","100.00","45.83","5.61","8.99","31.23","30.27","2.43","2.40","19.07","100.00","64.73","25.05","4.42","35.27","5.82","13.78","-","15.67"
"2514404","São José de Espinharas (PB)","100.00","61.10","8.42","8.82","43.86","9.29","11.92","1.00","16.68","100.00","66.07","8.46","10.26","47.35","1.62","18.72","0.66","12.94"
"2514453","São José dos Ramos (PB)","100.00","32.79","9.80","10.29","12.70","35.98","3.70","1.30","26.23","100.00","52.08","9.91","9.72","32.44","1.59","33.74","0.57","12.03"
"2514503","São José de Piranhas (PB)","100.00","40.76","14.07","5.21","21.48","9.38","22.94","2.66","24.25","100.00","59.03","17.98","7.15","33.90","2.47","14.05","1.10","23.35"
"2514552","São José de Princesa (PB)","100.00","42.16","14.09","8.65","19.42","3.93","41.36","-","12.56","100.00","45.69","16.00","1.76","27.92","2.16","28.54","-","23.61"
"2514602","São José do Bonfim (PB)","100.00","46.11","6.87","2.76","36.48","7.06","33.39","0.57","12.87","100.00","60.23","16.18","8.29","35.76","0.61","15.69","-","23.48"
"2514651","São José do Brejo do Cruz (PB)","100.00","81.19","2.53","23.23","55.43","0.58","3.36","1.30","13.57","100.00","63.30","4.77","21.65","36.88","10.06","11.80","0.38","14.46"
"2514701","São José do Sabugi (PB)","100.00","61.72","24.86","6.88","29.98","8.31","6.23","2.54","21.19","100.00","56.54","10.73","9.04","36.78","3.79","14.51","0.71","24.44"
"2514800","São José dos Cordeiros (PB)","100.00","25.36","5.43","5.61","14.31","30.83","0.79","0.64","42.38","100.00","27.80","7.18","1.83","18.80","5.93","44.16","-","22.11"
"2514909","São Mamede (PB)","100.00","55.27","12.10","13.82","29.35","13.87","3.81","0.86","26.19","100.00","63.48","11.74","9.48","42.27","3.02","10.05","2.35","21.10"
